run_timestamp_utc,run_source,use_osrm,osrm_connected,osrm_pipeline_mode,dbscan_eps_km,vrptw_enabled,n_orders,n_drivers,n_merged_stops,dbscan_cluster_labels,driver_assignment_json,naive_sum_legs_km,optimized_ga_open_tour_km,optimized_dijkstra_graph_km,optimized_astar_quick_km,optimized_astar_graph_km,optimized_osrm_road_km,saved_km_vs_naive_ga,saved_km_vs_naive_dijkstra,saved_km_vs_naive_astar,saved_km_vs_naive_osrm,route_index,cluster_id,driver_id,n_stops_on_route,visit_sequence_rep_order_ids,merged_order_ids_per_stop,ga_open_tour_km,dijkstra_graph_km,astar_route_km,astar_route_min,effective_distance_km,effective_duration_min,effective_distance_source,effective_time_source,osrm_road_km,osrm_duration_min,osrm_status,vrptw_ok,vrptw_optimized,eta_arrival_min_chain,vrptw_detail_json
2026-05-10T17:09:22Z,visual_osrm_app,True,True,core_plus_osrm,1.400000,True,3,2,3,"1,0,0","{""0"":1,""1"":2}",1.3902,1.5462,1.5462,1.6849,1.5462,8.3640,0.0000,0.0000,0.0000,0.0000,0,0,1,2,2|3,2;3,1.4063,1.4063,1.5450,3.8926,8.1527,12.54,osrm,osrm,8.1527,12.54,ok,True,True,1.29;8.89,"{""end_time_min"":35.0,""max_load"":2.0,""violations"":[]}"
2026-05-10T17:09:22Z,visual_osrm_app,True,True,core_plus_osrm,1.400000,True,3,2,3,"1,0,0","{""0"":1,""1"":2}",1.3902,1.5462,1.5462,1.6849,1.5462,8.3640,0.0000,0.0000,0.0000,0.0000,1,1,2,1,1,1,0.1399,0.1399,0.1399,1.6432,0.2113,0.66,osrm,osrm,0.2113,0.66,ok,True,True,1.64,"{""end_time_min"":5.33564213398279,""max_load"":1.0,""violations"":[]}"
