run_timestamp_utc,run_source,use_osrm,osrm_connected,osrm_pipeline_mode,dbscan_eps_km,vrptw_enabled,n_orders,n_drivers,n_merged_stops,dbscan_cluster_labels,driver_assignment_json,naive_sum_legs_km,optimized_ga_open_tour_km,optimized_dijkstra_graph_km,optimized_astar_quick_km,optimized_astar_graph_km,optimized_osrm_road_km,saved_km_vs_naive_ga,saved_km_vs_naive_dijkstra,saved_km_vs_naive_astar,saved_km_vs_naive_osrm,route_index,cluster_id,driver_id,n_stops_on_route,visit_sequence_rep_order_ids,merged_order_ids_per_stop,ga_open_tour_km,dijkstra_graph_km,astar_route_km,astar_route_min,effective_distance_km,effective_duration_min,effective_distance_source,effective_time_source,osrm_road_km,osrm_duration_min,osrm_status,vrptw_ok,vrptw_optimized,eta_arrival_min_chain,vrptw_detail_json
2026-05-10T17:17:21Z,visual_osrm_app,True,True,core_plus_osrm,1.400000,True,8,3,7,"0,0,0,0,0,1,2","{""0"":3,""1"":3,""2"":3}",12.2727,13.3027,13.3027,14.4800,13.3027,25.0751,0.0000,0.0000,0.0000,0.0000,0,0,3,5,4|6|1|3|5,4;6;1|2;3;5,6.1142,6.1142,6.6875,15.0562,12.6096,24.87,osrm,osrm,12.6096,24.87,ok,True,True,2.52;10.29;18.45;26.13;35.06,"{""end_time_min"":170.0,""max_load"":15.0,""violations"":[]}"
2026-05-10T17:17:21Z,visual_osrm_app,True,True,core_plus_osrm,1.400000,True,8,3,7,"0,0,0,0,0,1,2","{""0"":3,""1"":3,""2"":3}",12.2727,13.3027,13.3027,14.4800,13.3027,25.0751,0.0000,0.0000,0.0000,0.0000,1,1,3,1,7,7,2.8804,2.8804,3.1290,5.5346,4.4410,7.89,osrm,osrm,4.4410,7.89,ok,True,True,5.53,"{""end_time_min"":11.912959546637085,""max_load"":2.4,""violations"":[]}"
2026-05-10T17:17:21Z,visual_osrm_app,True,True,core_plus_osrm,1.400000,True,8,3,7,"0,0,0,0,0,1,2","{""0"":3,""1"":3,""2"":3}",12.2727,13.3027,13.3027,14.4800,13.3027,25.0751,0.0000,0.0000,0.0000,0.0000,2,2,3,1,8,8,4.3081,4.3081,4.6635,7.8997,8.0245,14.06,osrm,osrm,8.0245,14.06,ok,True,True,7.90,"{""end_time_min"":15.339454034018951,""max_load"":2.4,""violations"":[]}"
